caseid,processname,processversion,archiveddate,status
92807,CCoreDeviceSubscriber,7.1,04/04/2018_09:00:35;,delete
93675,CCoreDeviceSubscriber,7.1,04/04/2018_09:01:30;,delete
92814,CCoreDeviceSubscriber,7.1,04/04/2018_09:01:50;,delete
92820,CCoreDeviceSubscriber,7.1,04/04/2018_09:01:56;,delete
93680,CCoreDeviceSubscriber,7.1,04/04/2018_09:02:20;,delete
92825,CCoreDeviceSubscriber,7.1,04/04/2018_09:04:04;,delete
93689,Project_Creation,1.6.0.6,04/04/2018_09:04:14;,delete
93690,Project_Creation,1.6.0.6,04/04/2018_09:04:14;,delete
93693,Project_Creation,1.6.0.6,04/04/2018_09:04:39;,delete
92832,CCoreDeviceSubscriber,7.1,04/04/2018_09:05:19;,delete
92827,CCoreDeviceSubscriber,7.1,04/04/2018_09:06:03;,delete
93707,CCoreDeviceSubscriber,7.1,04/04/2018_09:08:21;,delete
92765,COE_OneNetwork_MultiCircuit_Pool,1.2.3.4,04/04/2018_09:09:13;,delete
93687,CCoreDeviceSubscriber,7.1,04/04/2018_09:10:13;,delete
93696,CCoreDeviceSubscriber,7.1,04/04/2018_09:11:45;,delete
93702,CCoreDeviceSubscriber,7.1,04/04/2018_09:12:42;,delete
92849,CCoreDeviceSubscriber,7.1,04/04/2018_09:13:25;,delete
93718,CCoreDeviceSubscriber,7.1,04/04/2018_09:14:02;,delete
93729,CCoreDeviceSubscriber,7.1,04/04/2018_09:15:34;,delete
93735,Project_Creation,1.6.0.6,04/04/2018_09:16:10;,delete
92853,CCoreDeviceSubscriber,7.1,04/04/2018_09:16:35;,delete
92854,CCoreDeviceSubscriber,7.1,04/04/2018_09:16:53;,delete
92858,CCoreDeviceSubscriber,7.1,04/04/2018_09:18:19;,delete
92863,CCoreDeviceSubscriber,7.1,04/04/2018_09:19:32;,delete
93720,CCoreDeviceSubscriber,7.1,04/04/2018_09:20:06;,delete
93740,CCoreDeviceSubscriber,7.1,04/04/2018_09:20:54;,delete
93725,CCoreDeviceSubscriber,7.1,04/04/2018_09:21:02;,delete
93754,CCoreDeviceSubscriber,7.1,04/04/2018_09:23:08;,delete
93745,CCoreDeviceSubscriber,7.1,04/04/2018_09:23:16;,delete
92872,CCoreDeviceSubscriber,7.1,04/04/2018_09:24:01;,delete
93770,Project_Creation,1.6.0.6,04/04/2018_09:25:18;,delete
93767,CCoreDeviceSubscriber,7.1,04/04/2018_09:26:12;,delete
92867,CCoreDeviceSubscriber,7.1,04/04/2018_09:27:45;,delete
92882,Project_Creation,1.6.0.6,04/04/2018_09:27:48;,delete
93758,CCoreDeviceSubscriber,7.1,04/04/2018_09:28:35;,delete
92875,CCoreDeviceSubscriber,7.1,04/04/2018_09:28:51;,delete
92879,CCoreDeviceSubscriber,7.1,04/04/2018_09:30:22;,delete
93784,CCoreDeviceSubscriber,7.1,04/04/2018_09:33:01;,delete
92883,CCoreDeviceSubscriber,7.1,04/04/2018_09:35:19;,delete
93780,CCoreDeviceSubscriber,7.1,04/04/2018_09:35:20;,delete
92895,CCoreDeviceSubscriber,7.1,04/04/2018_09:35:21;,delete
92905,CCoreDeviceSubscriber,7.1,04/04/2018_09:37:43;,delete
90275,OneNetOTMGenericFallout,2.6.1,04/04/2018_09:38:02;,delete
93790,CCoreDeviceSubscriber,7.1,04/04/2018_09:39:15;,delete
93795,Project_Creation,1.6.0.6,04/04/2018_09:40:40;,delete
92913,CCoreDeviceSubscriber,7.1,04/04/2018_09:43:05;,delete
93811,Project_Creation,1.6.0.6,04/04/2018_09:47:36;,delete
92925,Project_Creation,1.6.0.6,04/04/2018_09:49:12;,delete
93820,Project_Creation,1.6.0.6,04/04/2018_09:49:46;,delete
93822,CCoreDeviceSubscriber,7.1,04/04/2018_09:50:32;,delete
93826,CCoreDeviceSubscriber,7.1,04/04/2018_09:51:25;,delete
92950,CCoreDeviceSubscriber,7.1,04/04/2018_09:52:43;,delete
92960,CCoreDeviceSubscriber,7.1,04/04/2018_09:53:18;,delete
93833,CCoreDeviceSubscriber,7.1,04/04/2018_09:53:53;,delete
92924,CCoreDeviceSubscriber,7.1,04/04/2018_09:53:58;,delete
93838,CCoreDeviceSubscriber,7.1,04/04/2018_09:54:40;,delete
93841,CCoreDeviceSubscriber,7.1,04/04/2018_09:56:19;,delete
92979,CCoreDeviceSubscriber,7.1,04/04/2018_09:57:47;,delete
92983,CCoreDeviceSubscriber,7.1,04/04/2018_09:58:28;,delete
92981,CCoreDeviceSubscriber,7.1,04/04/2018_09:59:12;,delete
93831,CCoreDeviceSubscriber,7.1,04/04/2018_09:59:19;,delete
93859,Project_Creation,1.6.0.6,04/04/2018_10:00:48;,delete
92986,CCoreDeviceSubscriber,7.1,04/04/2018_10:01:17;,delete
93866,CCoreDeviceSubscriber,7.1,04/04/2018_10:02:24;,delete
93868,CCoreDeviceSubscriber,7.1,04/04/2018_10:03:22;,delete
93860,CCoreDeviceSubscriber,7.1,04/04/2018_10:03:35;,delete
93871,Project_Creation,1.6.0.6,04/04/2018_10:04:30;,delete
93874,Project_Creation,1.6.0.6,04/04/2018_10:04:41;,delete
93876,CCoreDeviceSubscriber,7.1,04/04/2018_10:05:30;,delete
94003,CCoreDeviceSubscriber,7.1,04/04/2018_10:05:51;,delete
92999,CCoreDeviceSubscriber,7.1,04/04/2018_10:06:12;,delete
93880,CCoreDeviceSubscriber,7.1,04/04/2018_10:06:44;,delete
93853,CCoreDeviceSubscriber,7.1,04/04/2018_10:07:01;,delete
94009,Project_Creation,1.6.0.6,04/04/2018_10:07:56;,delete
94002,CCoreDeviceSubscriber,7.1,04/04/2018_10:07:56;,delete
93903,Project_Creation,1.6.0.6,04/04/2018_10:09:37;,delete
93910,Project_Creation,1.6.0.6,04/04/2018_10:09:48;,delete
93912,Project_Creation,1.6.0.6,04/04/2018_10:09:49;,delete
94017,Project_Creation,1.6.0.6,04/04/2018_10:09:53;,delete
94018,Project_Creation,1.6.0.6,04/04/2018_10:10:03;,delete
93930,Project_Creation,1.6.0.6,04/04/2018_10:10:04;,delete
94028,Project_Creation,1.6.0.6,04/04/2018_10:10:10;,delete
93884,CCoreDeviceSubscriber,7.1,04/04/2018_10:10:11;,delete
93959,Project_Creation,1.6.0.6,04/04/2018_10:10:28;,delete
94050,Project_Creation,1.6.0.6,04/04/2018_10:10:40;,delete
94061,Project_Creation,1.6.0.6,04/04/2018_10:10:54;,delete
94090,Project_Creation,1.6.0.6,04/04/2018_10:11:29;,delete
94013,CCoreDeviceSubscriber,7.1,04/04/2018_10:11:34;,delete
93975,Project_Creation,1.6.0.6,04/04/2018_10:13:05;,delete
93977,Project_Creation,1.6.0.6,04/04/2018_10:13:21;,delete
94096,Project_Creation,1.6.0.6,04/04/2018_10:13:40;,delete
93967,CCoreDeviceSubscriber,7.1,04/04/2018_10:14:09;,delete
93989,Project_Creation,1.6.0.6,04/04/2018_10:14:15;,delete
95009,Project_Creation,1.6.0.6,04/04/2018_10:14:44;,delete
94103,Project_Creation,1.6.0.6,04/04/2018_10:15:27;,delete
93887,CCoreDeviceSubscriber,7.1,04/04/2018_10:15:37;,delete
95010,CCoreDeviceSubscriber,7.1,04/04/2018_10:15:49;,delete
95017,Project_Creation,1.6.0.6,04/04/2018_10:17:49;,delete
95023,CCoreDeviceSubscriber,7.1,04/04/2018_10:20:34;,delete
95047,Project_Creation,1.6.0.6,04/04/2018_10:21:53;,delete
94111,CCoreDeviceSubscriber,7.1,04/04/2018_10:22:49;,delete
94121,CCoreDeviceSubscriber,7.1,04/04/2018_10:22:52;,delete
94126,Project_Creation,1.6.0.6,04/04/2018_10:23:50;,delete
94124,CCoreDeviceSubscriber,7.1,04/04/2018_10:23:59;,delete
94092,COE_OneNetwork_MultiCircuit_Pool,1.2.3.4,04/04/2018_10:25:12;,delete
94151,CCoreDeviceSubscriber,7.1,04/04/2018_10:27:12;,delete
94170,Project_Creation,1.6.0.6,04/04/2018_10:28:47;,delete
95068,Project_Creation,1.6.0.6,04/04/2018_10:28:55;,delete
95050,CCoreDeviceSubscriber,7.1,04/04/2018_10:29:26;,delete
94182,Project_Creation,1.6.0.6,04/04/2018_10:30:23;,delete
95094,Project_Creation,1.6.0.6,04/04/2018_10:31:25;,delete
95066,CCoreDeviceSubscriber,7.1,04/04/2018_10:32:19;,delete
95131,Project_Creation,1.6.0.6,04/04/2018_10:34:04;,delete
94220,Project_Creation,1.6.0.6,04/04/2018_10:34:05;,delete
95151,Project_Creation,1.6.0.6,04/04/2018_10:36:03;,delete
95128,CCoreDeviceSubscriber,7.1,04/04/2018_10:36:53;,delete
95167,CCoreDeviceSubscriber,7.1,04/04/2018_10:41:08;,delete
94263,Project_Creation,1.6.0.6,04/04/2018_10:41:22;,delete
95206,Project_Creation,1.6.0.6,04/04/2018_10:42:41;,delete
95209,Project_Creation,1.6.0.6,04/04/2018_10:43:47;,delete
95210,Project_Creation,1.6.0.6,04/04/2018_10:44:43;,delete
95200,CCoreDeviceSubscriber,7.1,04/04/2018_10:44:56;,delete
94310,Project_Creation,1.6.0.6,04/04/2018_10:47:53;,delete
94312,Project_Creation,1.6.0.6,04/04/2018_10:47:56;,delete
94317,Project_Creation,1.6.0.6,04/04/2018_10:48:33;,delete
95268,Project_Creation,1.6.0.6,04/04/2018_11:04:44;,delete
94397,Project_Creation,1.6.0.6,04/04/2018_11:09:35;,delete
94400,Project_Creation,1.6.0.6,04/04/2018_11:09:45;,delete
95065,COE_OneNetwork_MultiCircuit_Pool,1.2.3.4,04/04/2018_11:10:23;,delete
94437,Project_Creation,1.6.0.6,04/04/2018_11:14:36;,delete
95346,Project_Creation,1.6.0.6,04/04/2018_11:18:10;,delete
95347,VzBLDMajorTransportPool,1.6.3.1.8,04/04/2018_11:19:41;,delete
94460,CancelNFIDProcess,1.6.8,04/04/2018_11:19:41;,delete
95388,Project_Creation,1.6.0.6,04/04/2018_11:34:06;,delete
94492,Project_Creation,1.6.0.6,04/04/2018_11:37:06;,delete
94509,Project_Creation,1.6.0.6,04/04/2018_11:40:13;,delete
95427,Project_Creation,1.6.0.6,04/04/2018_11:46:01;,delete
95428,Project_Creation,1.6.0.6,04/04/2018_11:47:10;,delete
95445,Project_Creation,1.6.0.6,04/04/2018_11:47:50;,delete
95446,AddUser,1.0.6,04/04/2018_11:50:22;,delete
94563,Project_Creation,1.6.0.6,04/04/2018_11:50:34;,delete
94570,Project_Creation,1.6.0.6,04/04/2018_11:57:15;,delete
94571,Project_Creation,1.6.0.6,04/04/2018_11:57:16;,delete
95476,Project_Creation,1.6.0.6,04/04/2018_12:04:00;,delete
95477,VzBLDMajorTransportPool,1.6.3.1.8,04/04/2018_12:06:27;,delete
94618,CancelNFIDProcess,1.6.8,04/04/2018_12:06:27;,delete
94619,Project_Creation,1.6.0.6,04/04/2018_12:07:31;,delete
94630,Project_Creation,1.6.0.6,04/04/2018_12:25:34;,delete
95549,Project_Creation,1.6.0.6,04/04/2018_12:32:12;,delete
95550,Project_Creation,1.6.0.6,04/04/2018_12:33:18;,delete
95551,Project_Creation,1.6.0.6,04/04/2018_12:34:12;,delete
95552,VNSP_WF_ORDER_COLLECTION,1.2,04/04/2018_12:40:00;,delete
95554,VNSP_WF_ORDER_COLLECTION,1.2,04/04/2018_12:46:40;,delete
94632,Project_Creation,1.6.0.6,04/04/2018_12:53:51;,delete
94634,Project_Creation,1.6.0.6,04/04/2018_12:55:07;,delete
95556,Project_Creation,1.6.0.6,04/04/2018_13:01:19;,delete
94643,Project_Creation,1.6.0.6,04/04/2018_13:03:33;,delete
94644,Project_Creation,1.6.0.6,04/04/2018_13:04:33;,delete
95559,Project_Creation,1.6.0.6,04/04/2018_13:09:54;,delete
94660,Project_Creation,1.6.0.6,04/04/2018_13:10:44;,delete
95561,Project_Creation,1.6.0.6,04/04/2018_13:11:32;,delete
95562,Project_Creation,1.6.0.6,04/04/2018_13:11:51;,delete
95563,Project_Creation,1.6.0.6,04/04/2018_13:13:38;,delete
95564,VNSP_WF_ORDER_COLLECTION,1.2,04/04/2018_13:17:08;,delete
95565,Project_Creation,1.6.0.6,04/04/2018_13:17:39;,delete
95566,Project_Creation,1.6.0.6,04/04/2018_13:17:42;,delete
94676,Project_Creation,1.6.0.6,04/04/2018_13:17:49;,delete
95569,Project_Creation,1.6.0.6,04/04/2018_13:18:45;,delete
95459,ICM_RFP_Review,2.4,04/04/2018_13:32:52;,delete
94680,Project_Creation,1.6.0.6,04/04/2018_13:33:46;,delete
94682,Project_Creation,1.6.0.6,04/04/2018_13:56:31;,delete
95574,Project_Creation,1.6.0.6,04/04/2018_14:07:36;,delete
95575,Project_Creation,1.6.0.6,04/04/2018_14:07:57;,delete
94683,VzBLDMajorTransportPool,1.6.3.1.8,04/04/2018_14:09:10;,delete
94698,CancelNFIDProcess,1.6.8,04/04/2018_14:09:10;,delete
95580,Project_Creation,1.6.0.6,04/04/2018_14:09:12;,delete
94699,Project_Creation,1.6.0.6,04/04/2018_14:09:27;,delete
95594,Project_Creation,1.6.0.6,04/04/2018_14:09:36;,delete
95595,Project_Creation,1.6.0.6,04/04/2018_14:09:41;,delete
94723,Project_Creation,1.6.0.6,04/04/2018_14:09:47;,delete
94725,Project_Creation,1.6.0.6,04/04/2018_14:09:51;,delete
95616,Project_Creation,1.6.0.6,04/04/2018_14:10:11;,delete
94744,Project_Creation,1.6.0.6,04/04/2018_14:11:57;,delete
94745,Project_Creation,1.6.0.6,04/04/2018_14:12:01;,delete
95741,Project_Creation,1.6.0.6,04/04/2018_14:32:09;,delete
95759,Project_Creation,1.6.0.6,04/04/2018_14:33:30;,delete
94827,Project_Creation,1.6.0.6,04/04/2018_14:37:51;,delete
95805,Project_Creation,1.6.0.6,04/04/2018_14:37:52;,delete
94835,Project_Creation,1.6.0.6,04/04/2018_14:38:04;,delete
94842,Project_Creation,1.6.0.6,04/04/2018_14:38:12;,delete
95820,Project_Creation,1.6.0.6,04/04/2018_14:38:25;,delete
94877,Project_Creation,1.6.0.6,04/04/2018_14:38:40;,delete
94893,Project_Creation,1.6.0.6,04/04/2018_14:41:01;,delete
95835,Project_Creation,1.6.0.6,04/04/2018_14:41:22;,delete
95851,Project_Creation,1.6.0.6,04/04/2018_14:42:19;,delete
94955,Project_Creation,1.6.0.6,04/04/2018_14:51:05;,delete
95865,Project_Creation,1.6.0.6,04/04/2018_14:59:54;,delete
94984,Project_Creation,1.6.0.6,04/04/2018_15:02:42;,delete
94989,Project_Creation,1.6.0.6,04/04/2018_15:02:47;,delete
94999,Project_Creation,1.6.0.6,04/04/2018_15:02:57;,delete
96023,Project_Creation,1.6.0.6,04/04/2018_15:03:27;,delete
96036,Project_Creation,1.6.0.6,04/04/2018_15:04:49;,delete
96092,Project_Creation,1.6.0.6,04/04/2018_15:16:05;,delete
95907,Project_Creation,1.6.0.6,04/04/2018_15:16:11;,delete
95912,Project_Creation,1.6.0.6,04/04/2018_15:18:38;,delete
96111,VzBLDMajorTransportPool,1.6.3.1.8,04/04/2018_15:20:11;,delete
95922,CancelNFIDProcess,1.6.8,04/04/2018_15:20:11;,delete
96138,Project_Creation,1.6.0.6,04/04/2018_15:27:07;,delete
95943,VNSP_WF_ORDER_COLLECTION,1.2,04/04/2018_15:43:08;,delete
95946,Project_Creation,1.6.0.6,04/04/2018_15:51:32;,delete
96139,Project_Creation,1.6.0.6,04/04/2018_15:51:35;,delete
95951,Project_Creation,1.6.0.6,04/04/2018_15:51:45;,delete
96148,Project_Creation,1.6.0.6,04/04/2018_15:54:18;,delete
95908,ICM_RFP_Review,2.4,04/04/2018_16:00:09;,delete
96153,AddUser,1.0.6,04/04/2018_16:15:12;,delete
96155,AddUser,1.0.6,04/04/2018_16:15:36;,delete
95954,Project_Creation,1.6.0.6,04/04/2018_16:19:47;,delete
96157,Project_Creation,1.6.0.6,04/04/2018_16:59:19;,delete
95960,VNSP_WF_ORDER_COLLECTION,1.2,04/04/2018_17:04:23;,delete
96162,AddUser,1.0.6,04/04/2018_17:04:44;,delete
96164,AddUser,1.0.6,04/04/2018_17:11:47;,delete
96167,Project_Creation,1.6.0.6,04/04/2018_17:22:01;,delete
95964,VNSP_WF_ORDER_INFRA_BUILD_REQUIRED,1,04/04/2018_17:51:54;,delete
96180,Project_Creation,1.6.0.6,04/04/2018_18:33:11;,delete
95974,Project_Creation,1.6.0.6,04/04/2018_18:34:17;,delete
95975,Project_Creation,1.6.0.6,04/04/2018_18:35:12;,delete
95976,VNSP_WF_ORDER_INFRA_BUILD_REQUIRED,1,04/04/2018_19:07:48;,delete
95986,Project_Creation,1.6.0.6,04/04/2018_21:38:13;,delete
95989,Project_Creation,1.6.0.6,04/04/2018_22:28:36;,delete
96196,Project_Creation,1.6.0.6,04/04/2018_22:31:39;,delete
95990,Project_Creation,1.6.0.6,04/04/2018_22:42:14;,delete
95991,ICM_RFP_Review,2.4,04/04/2018_22:49:27;,delete
95995,Project_Creation,1.6.0.6,04/04/2018_22:55:59;,delete
96207,Project_Creation,1.6.0.6,04/04/2018_23:00:38;,delete
95996,Project_Creation,1.6.0.6,04/04/2018_23:06:36;,delete
95998,Project_Creation,1.6.0.6,04/04/2018_23:28:22;,delete
95999,Project_Creation,1.6.0.6,04/04/2018_23:28:25;,delete
96220,Project_Creation,1.6.0.6,04/04/2018_23:28:26;,delete
96000,VNSP_WF_ORDER_COLLECTION,1.2,04/04/2018_23:30:08;,delete
96229,Project_Creation,1.6.0.6,04/04/2018_23:30:56;,delete
97005,VNSP_WF_ORDER_COLLECTION,1.2,04/04/2018_23:34:15;,delete
97001,ICM_RFP_Review,2.4,04/04/2018_23:34:55;,delete
96221,ICM_RFP_Review,2.4,04/04/2018_23:40:21;,delete
97010,VNSP_WF_ORDER_COLLECTION,1.2,04/04/2018_23:48:44;,delete
97011,VNSP_WF_ORDER_BUILD_REQUIRED,1.2,04/04/2018_23:50:22;,delete
97012,VNSP_WF_ORDER_BUILD_REQUIRED,1.3,05/04/2018_00:11:29;,delete
97013,VNSP_WF_ORDER_COLLECTION,1.2,05/04/2018_00:17:02;,delete
97015,VNSP_WF_ORDER_COLLECTION,1.2,05/04/2018_00:32:51;,delete
96232,VNSP_WF_ORDER_BUILD_REQUIRED,1.2,05/04/2018_00:39:32;,delete
96233,VNSP_WF_ORDER_BUILD_REQUIRED,1.2,05/04/2018_01:26:57;,delete
96234,Project_Creation,1.6.0.6,05/04/2018_01:34:42;,delete
97019,Project_Creation,1.6.0.6,05/04/2018_01:52:02;,delete
97020,Project_Creation,1.6.0.6,05/04/2018_01:56:11;,delete
96235,Project_Creation,1.6.0.6,05/04/2018_01:59:51;,delete
96237,Project_Creation,1.6.0.6,05/04/2018_02:34:51;,delete
97026,Project_Creation,1.6.0.6,05/04/2018_02:35:25;,delete
97032,Project_Creation,1.6.0.6,05/04/2018_02:43:08;,delete
97033,Project_Creation,1.6.0.6,05/04/2018_02:43:31;,delete
97036,Project_Creation,1.6.0.6,05/04/2018_02:47:50;,delete
97037,Project_Creation,1.6.0.6,05/04/2018_02:51:45;,delete
97043,Project_Creation,1.6.0.6,05/04/2018_02:52:35;,delete
97050,CancelNFIDProcess,1.6.8,05/04/2018_02:56:06;,delete
97052,Project_Creation,1.6.0.6,05/04/2018_02:58:37;,delete
97060,Project_Creation,1.6.0.6,05/04/2018_03:06:00;,delete
97062,Project_Creation,1.6.0.6,05/04/2018_03:15:17;,delete
97069,Project_Creation,1.6.0.6,05/04/2018_03:16:56;,delete
97086,Project_Creation,1.6.0.6,05/04/2018_03:24:00;,delete
97093,Project_Creation,1.6.0.6,05/04/2018_03:27:31;,delete
97094,Project_Creation,1.6.0.6,05/04/2018_03:28:44;,delete
97095,Project_Creation,1.6.0.6,05/04/2018_03:30:35;,delete
97102,Project_Creation,1.6.0.6,05/04/2018_03:31:56;,delete
97115,Project_Creation,1.6.0.6,05/04/2018_03:37:32;,delete
97116,Project_Creation,1.6.0.6,05/04/2018_03:37:40;,delete
97061,Project_Creation,1.6.0.6,05/04/2018_03:41:40;,delete
96248,Project_Creation,1.6.0.6,05/04/2018_03:41:41;,delete
96249,Project_Creation,1.6.0.6,05/04/2018_03:41:45;,delete
96252,Project_Creation,1.6.0.6,05/04/2018_03:41:46;,delete
96253,Project_Creation,1.6.0.6,05/04/2018_03:41:49;,delete
96254,Project_Creation,1.6.0.6,05/04/2018_03:41:49;,delete
96255,Project_Creation,1.6.0.6,05/04/2018_03:41:53;,delete
96256,Project_Creation,1.6.0.6,05/04/2018_03:41:53;,delete
96257,Project_Creation,1.6.0.6,05/04/2018_03:41:54;,delete
96258,Project_Creation,1.6.0.6,05/04/2018_03:41:56;,delete
96259,Project_Creation,1.6.0.6,05/04/2018_03:41:58;,delete
96261,Project_Creation,1.6.0.6,05/04/2018_03:41:59;,delete
96264,Project_Creation,1.6.0.6,05/04/2018_03:42:00;,delete
96265,Project_Creation,1.6.0.6,05/04/2018_03:42:00;,delete
96268,Project_Creation,1.6.0.6,05/04/2018_03:42:01;,delete
96269,Project_Creation,1.6.0.6,05/04/2018_03:42:01;,delete
96270,Project_Creation,1.6.0.6,05/04/2018_03:42:01;,delete
96297,Project_Creation,1.6.0.6,05/04/2018_03:42:16;,delete
96423,Project_Creation,1.6.0.6,05/04/2018_03:48:29;,delete
97170,Project_Creation,1.6.0.6,05/04/2018_03:48:31;,delete
96285,COE_OneNetwork_CircuitDesign_Pool,1.9.3.7,05/04/2018_03:50:12;,delete
97173,Project_Creation,1.6.0.6,05/04/2018_03:50:26;,delete
97182,Project_Creation,1.6.0.6,05/04/2018_03:57:22;,delete
97183,Project_Creation,1.6.0.6,05/04/2018_04:06:26;,delete
97184,Project_Creation,1.6.0.6,05/04/2018_04:08:01;,delete
97185,COE_OneNetwork_CircuitDesign_Pool,1.9.3.8,05/04/2018_04:09:42;,delete
96482,Project_Creation,1.6.0.6,05/04/2018_05:01:44;,delete
97239,Project_Creation,1.6.0.6,05/04/2018_05:04:27;,delete
97240,Project_Creation,1.6.0.6,05/04/2018_05:05:45;,delete
97241,Project_Creation,1.6.0.6,05/04/2018_05:08:07;,delete
97242,Project_Creation,1.6.0.6,05/04/2018_05:09:55;,delete
97259,Project_Creation,1.6.0.6,05/04/2018_05:13:05;,delete
96489,Project_Creation,1.6.0.6,05/04/2018_05:21:24;,delete
96491,Project_Creation,1.6.0.6,05/04/2018_05:21:25;,delete
96493,Project_Creation,1.6.0.6,05/04/2018_05:21:25;,delete
96494,Project_Creation,1.6.0.6,05/04/2018_05:21:26;,delete
96495,Project_Creation,1.6.0.6,05/04/2018_05:21:26;,delete
96496,Project_Creation,1.6.0.6,05/04/2018_05:21:26;,delete
97308,Project_Creation,1.6.0.6,05/04/2018_05:21:44;,delete
97309,COE_OneNetwork_CircuitDesign_Pool,1.9.3.8,05/04/2018_05:24:14;,delete
96538,Project_Creation,1.6.0.6,05/04/2018_05:25:10;,delete
96539,Project_Creation,1.6.0.6,05/04/2018_05:27:38;,delete
97317,Project_Creation,1.6.0.6,05/04/2018_05:28:24;,delete
97318,COE_OneNetwork_CircuitDesign_Pool,1.9.3.8,05/04/2018_05:29:05;,delete
96556,COE_OneNetwork_CancelPorts_Pool,1,05/04/2018_05:29:05;,delete
97323,CancelNFIDProcess,1.6.8,05/04/2018_05:29:07;,delete
97326,Project_Creation,1.6.0.6,05/04/2018_05:33:22;,delete
96560,Project_Creation,1.6.0.6,05/04/2018_05:33:33;,delete
96566,Project_Creation,1.6.0.6,05/04/2018_05:34:59;,delete
97327,Project_Creation,1.6.0.6,05/04/2018_05:35:10;,delete
96559,COE_OneNetwork_MultiCircuit_Pool,1.2.3.4,05/04/2018_05:39:16;,delete
96561,COE_OneNetwork_CircuitDesign_Pool,1.9.3.8,05/04/2018_05:40:45;,delete
97331,Project_Creation,1.6.0.6,05/04/2018_05:43:40;,delete
97329,COE_OneNetwork_CancelPorts_Pool,1,05/04/2018_05:44:26;,delete
97328,CancelNFIDProcess,1.6.8,05/04/2018_05:44:27;,delete
96595,Project_Creation,1.6.0.6,05/04/2018_05:51:23;,delete
97339,Project_Creation,1.6.0.6,05/04/2018_05:55:25;,delete
96604,Project_Creation,1.6.0.6,05/04/2018_05:58:05;,delete
97353,Project_Creation,1.6.0.6,05/04/2018_06:00:36;,delete
97168,COE_OneNetwork_MultiCircuit_Pool,1.2.3.4,05/04/2018_06:00:44;,delete
97354,CancelNFIDProcess,1.6.8,05/04/2018_06:00:44;,delete
96332,COE_OneNetwork_CircuitDesign_Pool,1.9.3.7,05/04/2018_06:00:45;,delete
97357,Project_Creation,1.6.0.6,05/04/2018_06:02:25;,delete
97358,Project_Creation,1.6.0.6,05/04/2018_06:02:32;,delete
97360,Project_Creation,1.6.0.6,05/04/2018_06:06:19;,delete
97361,Project_Creation,1.6.0.6,05/04/2018_06:06:23;,delete
96629,COE_OneNetwork_MultiCircuit_Pool,1.2.3.4,05/04/2018_06:08:25;,delete
97362,CancelNFIDProcess,1.6.8,05/04/2018_06:08:25;,delete
96630,COE_OneNetwork_CircuitDesign_Pool,1.9.3.8,05/04/2018_06:08:26;,delete
96636,COE_OneNetwork_CancelPorts_Pool,1,05/04/2018_06:08:27;,delete
96635,CancelNFIDProcess,1.6.8,05/04/2018_06:08:28;,delete
97364,Project_Creation,1.6.0.6,05/04/2018_06:08:50;,delete
97366,Project_Creation,1.6.0.6,05/04/2018_06:12:47;,delete
97368,Project_Creation,1.6.0.6,05/04/2018_06:15:41;,delete
97424,Project_Creation,1.6.0.6,05/04/2018_06:29:23;,delete
95225,OOFVendorInvoiceProcessing,1.2,05/04/2018_06:30:53;,delete
96695,Project_Creation,1.6.0.6,05/04/2018_06:31:46;,delete
96697,Project_Creation,1.6.0.6,05/04/2018_06:33:11;,delete
96698,Project_Creation,1.6.0.6,05/04/2018_06:34:17;,delete
97425,Project_Creation,1.6.0.6,05/04/2018_06:35:11;,delete
97427,Project_Creation,1.6.0.6,05/04/2018_06:37:24;,delete
96706,Project_Creation,1.6.0.6,05/04/2018_06:41:13;,delete
96707,Project_Creation,1.6.0.6,05/04/2018_06:43:03;,delete
95987,AddUser,1.0.6,05/04/2018_06:43:54;,delete
96708,OneAndDonePoolVzB,1.3.6.8,05/04/2018_06:45:02;,delete
97509,Project_Creation,1.6.0.6,05/04/2018_06:53:37;,delete
96719,Project_Creation,1.6.0.6,05/04/2018_07:11:40;,delete
97551,Project_Creation,1.6.0.6,05/04/2018_07:15:01;,delete
96722,Project_Creation,1.6.0.6,05/04/2018_07:15:07;,delete
97563,CancelNFIDProcess,1.6.8,05/04/2018_07:17:04;,delete
96723,Project_Creation,1.6.0.6,05/04/2018_07:22:30;,delete
97573,Project_Creation,1.6.0.6,05/04/2018_07:23:57;,delete
97574,Project_Creation,1.6.0.6,05/04/2018_07:25:30;,delete
97578,Project_Creation,1.6.0.6,05/04/2018_07:35:55;,delete
96745,Project_Creation,1.6.0.6,05/04/2018_07:41:35;,delete
97585,Project_Creation,1.6.0.6,05/04/2018_07:43:24;,delete
96764,Project_Creation,1.6.0.6,05/04/2018_07:46:48;,delete
96766,Project_Creation,1.6.0.6,05/04/2018_07:46:58;,delete
97630,Project_Creation,1.6.0.6,05/04/2018_07:47:34;,delete
97651,CCoreDeviceSubscriber,7.1,05/04/2018_07:50:37;,delete
96780,CCoreDeviceSubscriber,7.1,05/04/2018_07:50:47;,delete
96793,Project_Creation,1.6.0.6,05/04/2018_07:51:24;,delete
96791,CCoreDeviceSubscriber,7.1,05/04/2018_07:51:28;,delete
97659,CCoreDeviceSubscriber,7.1,05/04/2018_07:51:31;,delete
97654,CCoreDeviceSubscriber,7.1,05/04/2018_07:51:34;,delete
97671,CCoreDeviceSubscriber,7.1,05/04/2018_07:53:03;,delete
