caseid,processname,processversion,archiveddate,status
66149,CCoreDeviceSubscriber,7.1,26/03/2018_07:04:20;,delete
66151,CCoreDeviceSubscriber,7.1,26/03/2018_07:05:43;,delete
65453,CCoreDeviceSubscriber,7.1,26/03/2018_07:05:56;,delete
66166,Project_Creation,1.6.0.3,26/03/2018_07:05:57;,delete
66180,Project_Creation,1.6.0.3,26/03/2018_07:07:46;,delete
65484,CCoreDeviceSubscriber,7.1,26/03/2018_07:08:00;,delete
66187,CCoreDeviceSubscriber,7.1,26/03/2018_07:08:17;,delete
65491,CCoreDeviceSubscriber,7.1,26/03/2018_07:08:22;,delete
65487,CCoreDeviceSubscriber,7.1,26/03/2018_07:08:24;,delete
65495,CCoreDeviceSubscriber,7.1,26/03/2018_07:08:51;,delete
65498,CCoreDeviceSubscriber,7.1,26/03/2018_07:09:06;,delete
66190,CCoreDeviceSubscriber,7.1,26/03/2018_07:09:10;,delete
66193,CCoreDeviceSubscriber,7.1,26/03/2018_07:09:18;,delete
65503,Project_Creation,1.6.0.3,26/03/2018_07:09:43;,delete
65501,CCoreDeviceSubscriber,7.1,26/03/2018_07:09:55;,delete
66196,CCoreDeviceSubscriber,7.1,26/03/2018_07:10:45;,delete
65522,CCoreDeviceSubscriber,7.1,26/03/2018_07:11:46;,delete
65527,CCoreDeviceSubscriber,7.1,26/03/2018_07:12:17;,delete
65532,CCoreDeviceSubscriber,7.1,26/03/2018_07:12:18;,delete
66200,CCoreDeviceSubscriber,7.1,26/03/2018_07:13:25;,delete
66198,CCoreDeviceSubscriber,7.1,26/03/2018_07:13:30;,delete
66212,CCoreDeviceSubscriber,7.1,26/03/2018_07:14:42;,delete
65536,CCoreDeviceSubscriber,7.1,26/03/2018_07:15:41;,delete
66220,Project_Creation,1.6.0.3,26/03/2018_07:16:20;,delete
66218,CCoreDeviceSubscriber,7.1,26/03/2018_07:16:39;,delete
65539,CCoreDeviceSubscriber,7.1,26/03/2018_07:16:41;,delete
65524,CCoreDeviceSubscriber,7.1,26/03/2018_07:16:58;,delete
66230,CCoreDeviceSubscriber,7.1,26/03/2018_07:17:46;,delete
66232,CCoreDeviceSubscriber,7.1,26/03/2018_07:18:43;,delete
66206,CCoreDeviceSubscriber,7.1,26/03/2018_07:19:09;,delete
66209,CCoreDeviceSubscriber,7.1,26/03/2018_07:19:31;,delete
65542,CCoreDeviceSubscriber,7.1,26/03/2018_07:19:57;,delete
65549,CCoreDeviceSubscriber,7.1,26/03/2018_07:20:29;,delete
66253,CCoreDeviceSubscriber,7.1,26/03/2018_07:21:33;,delete
65557,CCoreDeviceSubscriber,7.1,26/03/2018_07:22:24;,delete
66247,CCoreDeviceSubscriber,7.1,26/03/2018_07:23:08;,delete
65562,CCoreDeviceSubscriber,7.1,26/03/2018_07:23:36;,delete
66257,CCoreDeviceSubscriber,7.1,26/03/2018_07:25:37;,delete
65551,CCoreDeviceSubscriber,7.1,26/03/2018_07:28:07;,delete
65554,CCoreDeviceSubscriber,7.1,26/03/2018_07:28:14;,delete
65567,CCoreDeviceSubscriber,7.1,26/03/2018_07:28:41;,delete
65572,CCoreDeviceSubscriber,7.1,26/03/2018_07:29:39;,delete
66268,CCoreDeviceSubscriber,7.1,26/03/2018_07:32:46;,delete
66271,CCoreDeviceSubscriber,7.1,26/03/2018_07:33:28;,delete
66262,CCoreDeviceSubscriber,7.1,26/03/2018_07:34:53;,delete
65583,CCoreDeviceSubscriber,7.1,26/03/2018_07:35:26;,delete
66276,CCoreDeviceSubscriber,7.1,26/03/2018_07:36:35;,delete
65590,CCoreDeviceSubscriber,7.1,26/03/2018_07:41:44;,delete
66279,CCoreDeviceSubscriber,7.1,26/03/2018_07:42:03;,delete
66283,Project_Creation,1.6.0.3,26/03/2018_07:42:32;,delete
66295,Project_Creation,1.6.0.3,26/03/2018_07:45:19;,delete
65595,Project_Creation,1.6.0.3,26/03/2018_07:47:55;,delete
66299,Project_Creation,1.6.0.3,26/03/2018_07:48:01;,delete
65596,OOFVendorDocProcessing,5.6,26/03/2018_07:50:23;,delete
66300,Project_Creation,1.6.0.3,26/03/2018_07:51:42;,delete
65597,Project_Creation,1.6.0.3,26/03/2018_07:51:44;,delete
66301,OOFVendorDocProcessing,5.6,26/03/2018_07:51:50;,delete
65598,Project_Creation,1.6.0.3,26/03/2018_07:57:14;,delete
65599,Project_Creation,1.6.0.3,26/03/2018_08:00:53;,delete
65618,Project_Creation,1.6.0.3,26/03/2018_08:04:31;,delete
66303,Project_Creation,1.6.0.3,26/03/2018_08:20:45;,delete
66306,Project_Creation,1.6.0.3,26/03/2018_08:23:51;,delete
66311,CCoreDeviceSubscriber,7.1,26/03/2018_08:25:41;,delete
66313,Project_Creation,1.6.0.3,26/03/2018_08:32:14;,delete
66181,VzBLDMajorTransportPool,1.6.3.1.6,26/03/2018_08:36:34;,delete
65638,Project_Creation,1.6.0.3,26/03/2018_08:39:52;,delete
66332,Project_Creation,1.6.0.3,26/03/2018_08:40:16;,delete
65659,Project_Creation,1.6.0.3,26/03/2018_08:44:51;,delete
66347,VzBLDMajorTransportPool,1.6.3.1.6,26/03/2018_08:46:22;,delete
65660,CancelNFIDProcess,1.6.8,26/03/2018_08:46:24;,delete
65661,Project_Creation,1.6.0.3,26/03/2018_08:51:21;,delete
65662,Project_Creation,1.6.0.3,26/03/2018_08:54:43;,delete
65674,Project_Creation,1.6.0.3,26/03/2018_08:54:47;,delete
65692,Project_Creation,1.6.0.3,26/03/2018_08:55:05;,delete
65707,Project_Creation,1.6.0.3,26/03/2018_08:55:15;,delete
65722,Project_Creation,1.6.0.3,26/03/2018_08:56:21;,delete
66367,Project_Creation,1.6.0.3,26/03/2018_08:56:24;,delete
65737,Project_Creation,1.6.0.3,26/03/2018_09:01:32;,delete
66396,Project_Creation,1.6.0.3,26/03/2018_09:05:31;,delete
66415,Project_Creation,1.6.0.3,26/03/2018_09:07:37;,delete
66425,Project_Creation,1.6.0.3,26/03/2018_09:16:39;,delete
65753,Project_Creation,1.6.0.3,26/03/2018_09:21:42;,delete
65772,Project_Creation,1.6.0.3,26/03/2018_09:27:00;,delete
65770,CCoreDeviceSubscriber,7.1,26/03/2018_09:27:57;,delete
65773,Project_Creation,1.6.0.3,26/03/2018_09:28:46;,delete
65788,Project_Creation,1.6.0.3,26/03/2018_09:37:07;,delete
66446,CCoreDeviceSubscriber,7.1,26/03/2018_09:43:59;,delete
65815,Project_Creation,1.6.0.3,26/03/2018_09:47:46;,delete
65816,Project_Creation,1.6.0.3,26/03/2018_09:52:31;,delete
65835,Project_Creation,1.6.0.3,26/03/2018_09:56:47;,delete
65836,Project_Creation,1.6.0.3,26/03/2018_09:57:01;,delete
65837,CCoreDeviceSubscriber,7.1,26/03/2018_10:03:37;,delete
66468,Project_Creation,1.6.0.3,26/03/2018_10:08:16;,delete
65841,Project_Creation,1.6.0.3,26/03/2018_10:12:05;,delete
66475,Project_Creation,1.6.0.3,26/03/2018_10:12:25;,delete
66476,Project_Creation,1.6.0.3,26/03/2018_10:12:27;,delete
65847,Project_Creation,1.6.0.3,26/03/2018_10:12:27;,delete
66479,Project_Creation,1.6.0.3,26/03/2018_10:12:29;,delete
66482,Project_Creation,1.6.0.3,26/03/2018_10:12:30;,delete
66494,Project_Creation,1.6.0.3,26/03/2018_10:15:24;,delete
66510,Project_Creation,1.6.0.3,26/03/2018_10:15:28;,delete
65853,Project_Creation,1.6.0.3,26/03/2018_10:15:40;,delete
65868,Project_Creation,1.6.0.3,26/03/2018_10:20:35;,delete
66528,Project_Creation,1.6.0.3,26/03/2018_10:26:29;,delete
65869,Project_Creation,1.6.0.3,26/03/2018_10:29:34;,delete
65870,Project_Creation,1.6.0.3,26/03/2018_10:30:42;,delete
65880,Project_Creation,1.6.0.3,26/03/2018_10:31:33;,delete
66537,Project_Creation,1.6.0.3,26/03/2018_10:31:41;,delete
66546,Project_Creation,1.6.0.3,26/03/2018_10:44:32;,delete
65893,Project_Creation,1.6.0.3,26/03/2018_10:44:50;,delete
66558,Project_Creation,1.6.0.3,26/03/2018_10:51:06;,delete
65891,CCoreTopologySubscriber,7.1,26/03/2018_10:52:05;,delete
66538,VzBLDMajorTransportPool,1.6.3.1.6,26/03/2018_11:09:24;,delete
65897,Project_Creation,1.6.0.3,26/03/2018_11:09:36;,delete
65898,Project_Creation,1.6.0.3,26/03/2018_11:09:36;,delete
65907,Project_Creation,1.6.0.3,26/03/2018_11:15:49;,delete
65923,CCoreDeviceSubscriber,7.1,26/03/2018_11:53:06;,delete
67022,CCoreDeviceSubscriber,7.1,26/03/2018_11:55:19;,delete
65927,CCoreDeviceSubscriber,7.1,26/03/2018_11:55:52;,delete
65930,CCoreDeviceSubscriber,7.1,26/03/2018_11:57:22;,delete
67025,CCoreDeviceSubscriber,7.1,26/03/2018_12:00:57;,delete
65935,CCoreDeviceSubscriber,7.1,26/03/2018_12:04:50;,delete
65943,CCoreDeviceSubscriber,7.1,26/03/2018_12:07:35;,delete
67030,CCoreDeviceSubscriber,7.1,26/03/2018_12:09:56;,delete
67033,Project_Creation,1.6.0.3,26/03/2018_12:12:19;,delete
65959,Project_Creation,1.6.0.3,26/03/2018_12:29:48;,delete
65966,Project_Creation,1.6.0.3,26/03/2018_12:32:20;,delete
65967,Project_Creation,1.6.0.3,26/03/2018_12:33:27;,delete
67034,Project_Creation,1.6.0.3,26/03/2018_12:34:22;,delete
65969,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,26/03/2018_12:37:04;,delete
65970,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,26/03/2018_12:37:23;,delete
65971,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,26/03/2018_12:39:59;,delete
65974,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,26/03/2018_12:42:06;,delete
65975,Project_Creation,1.6.0.3,26/03/2018_12:57:45;,delete
65976,VNSP_WF_SYNC_BLUEPRINT_DATA,1.3,26/03/2018_12:58:14;,delete
67040,Project_Creation,1.6.0.3,26/03/2018_13:13:06;,delete
65979,Project_Creation,1.6.0.3,26/03/2018_13:17:24;,delete
65981,Project_Creation,1.6.0.3,26/03/2018_13:17:26;,delete
65991,CCoreDeviceSubscriber,7.1,26/03/2018_14:02:01;,delete
65995,CCoreDeviceSubscriber,7.1,26/03/2018_14:05:34;,delete
67052,Project_Creation,1.6.0.3,26/03/2018_14:21:15;,delete
65997,Project_Creation,1.6.0.3,26/03/2018_14:21:57;,delete
67061,Project_Creation,1.6.0.3,26/03/2018_14:25:58;,delete
67080,Project_Creation,1.6.0.3,26/03/2018_14:29:18;,delete
68008,CancelNFIDProcess,1.6.8,26/03/2018_14:32:19;,delete
67082,CancelNFIDProcess,1.6.8,26/03/2018_14:33:17;,delete
68009,Project_Creation,1.6.0.3,26/03/2018_14:38:52;,delete
68011,Project_Creation,1.6.0.3,26/03/2018_14:50:30;,delete
68013,Project_Creation,1.6.0.3,26/03/2018_14:53:00;,delete
67083,Project_Creation,1.6.0.3,26/03/2018_15:59:20;,delete
68029,Project_Creation,1.6.0.3,26/03/2018_15:59:52;,delete
67088,CCoreDeviceSubscriber,7.1,26/03/2018_17:16:09;,delete
67097,Project_Creation,1.6.0.3,26/03/2018_17:20:39;,delete
68038,Project_Creation,1.6.0.3,26/03/2018_17:21:26;,delete
68051,CCoreDeviceSubscriber,7.1,26/03/2018_17:40:19;,delete
67142,CCoreDeviceSubscriber,7.1,26/03/2018_17:40:28;,delete
68053,CCoreDeviceSubscriber,7.1,26/03/2018_17:40:37;,delete
67145,CCoreDeviceSubscriber,7.1,26/03/2018_17:40:46;,delete
67177,Project_Creation,1.6.0.3,26/03/2018_18:31:50;,delete
68064,Project_Creation,1.6.0.3,26/03/2018_18:32:57;,delete
67178,Project_Creation,1.6.0.3,26/03/2018_18:33:55;,delete
68068,Project_Creation,1.6.0.3,26/03/2018_23:00:37;,delete
68083,Project_Creation,1.6.0.3,26/03/2018_23:27:06;,delete
68098,Project_Creation,1.6.0.3,26/03/2018_23:48:31;,delete
68099,Project_Creation,1.6.0.3,27/03/2018_00:35:32;,delete
68108,Project_Creation,1.6.0.3,27/03/2018_01:11:20;,delete
67222,Project_Creation,1.6.0.3,27/03/2018_01:24:19;,delete
67229,Project_Creation,1.6.0.3,27/03/2018_01:27:02;,delete
68115,Project_Creation,1.6.0.3,27/03/2018_01:27:53;,delete
68132,Project_Creation,1.6.0.3,27/03/2018_01:39:20;,delete
68133,Project_Creation,1.6.0.3,27/03/2018_01:47:34;,delete
68100,COE_OneNetwork_CardAdd_Pool,3.2.8.8,27/03/2018_01:51:26;,delete
68150,Project_Creation,1.6.0.3,27/03/2018_01:56:43;,delete
67251,Project_Creation,1.6.0.3,27/03/2018_01:57:37;,delete
67252,Project_Creation,1.6.0.3,27/03/2018_02:01:25;,delete
68169,Project_Creation,1.6.0.3,27/03/2018_02:10:46;,delete
67265,Project_Creation,1.6.0.3,27/03/2018_02:15:51;,delete
68176,Project_Creation,1.6.0.3,27/03/2018_02:15:51;,delete
68183,Project_Creation,1.6.0.3,27/03/2018_02:19:52;,delete
68190,Project_Creation,1.6.0.3,27/03/2018_02:22:00;,delete
68197,Project_Creation,1.6.0.3,27/03/2018_02:32:38;,delete
68198,Project_Creation,1.6.0.3,27/03/2018_02:34:33;,delete
67286,Project_Creation,1.6.0.3,27/03/2018_02:36:10;,delete
68209,Project_Creation,1.6.0.3,27/03/2018_03:00:36;,delete
68210,Project_Creation,1.6.0.3,27/03/2018_03:06:06;,delete
68211,Project_Creation,1.6.0.3,27/03/2018_03:07:10;,delete
68217,Project_Creation,1.6.0.3,27/03/2018_03:09:11;,delete
68218,Project_Creation,1.6.0.3,27/03/2018_03:10:56;,delete
68228,Project_Creation,1.6.0.3,27/03/2018_03:14:16;,delete
68235,Project_Creation,1.6.0.3,27/03/2018_03:22:21;,delete
68236,Project_Creation,1.6.0.3,27/03/2018_03:22:29;,delete
67300,Project_Creation,1.6.0.3,27/03/2018_03:30:50;,delete
68245,Project_Creation,1.6.0.3,27/03/2018_03:36:01;,delete
67316,Project_Creation,1.6.0.3,27/03/2018_03:42:53;,delete
67326,Project_Creation,1.6.0.3,27/03/2018_03:48:02;,delete
67327,Project_Creation,1.6.0.3,27/03/2018_03:50:09;,delete
68272,Project_Creation,1.6.0.3,27/03/2018_03:55:07;,delete
68281,Project_Creation,1.6.0.3,27/03/2018_03:56:51;,delete
67334,Project_Creation,1.6.0.3,27/03/2018_03:56:52;,delete
67335,Project_Creation,1.6.0.3,27/03/2018_04:06:22;,delete
67350,Project_Creation,1.6.0.3,27/03/2018_04:14:56;,delete
67351,Project_Creation,1.6.0.3,27/03/2018_04:16:17;,delete
68313,Project_Creation,1.6.0.3,27/03/2018_04:50:33;,delete
68326,Project_Creation,1.6.0.3,27/03/2018_05:04:34;,delete
67352,Project_Creation,1.6.0.3,27/03/2018_05:07:57;,delete
68341,Project_Creation,1.6.0.3,27/03/2018_05:08:38;,delete
67365,Project_Creation,1.6.0.3,27/03/2018_05:08:57;,delete
67366,Project_Creation,1.6.0.3,27/03/2018_05:08:57;,delete
68356,Project_Creation,1.6.0.3,27/03/2018_05:08:58;,delete
68385,Project_Creation,1.6.0.3,27/03/2018_05:09:33;,delete
68386,Project_Creation,1.6.0.3,27/03/2018_05:17:32;,delete
67411,Project_Creation,1.6.0.3,27/03/2018_05:24:42;,delete
67412,Project_Creation,1.6.0.3,27/03/2018_05:30:47;,delete
68402,Project_Creation,1.6.0.3,27/03/2018_05:33:47;,delete
67434,Project_Creation,1.6.0.3,27/03/2018_05:35:40;,delete
67441,Project_Creation,1.6.0.3,27/03/2018_05:35:52;,delete
68410,Project_Creation,1.6.0.3,27/03/2018_05:35:54;,delete
68424,Project_Creation,1.6.0.3,27/03/2018_05:36:09;,delete
67462,Project_Creation,1.6.0.3,27/03/2018_05:36:47;,delete
67478,Project_Creation,1.6.0.3,27/03/2018_05:38:53;,delete
67479,Project_Creation,1.6.0.3,27/03/2018_05:40:06;,delete
68434,Project_Creation,1.6.0.3,27/03/2018_05:43:58;,delete
67507,Project_Creation,1.6.0.3,27/03/2018_05:46:36;,delete
67524,Project_Creation,1.6.0.3,27/03/2018_05:52:07;,delete
68449,Project_Creation,1.6.0.3,27/03/2018_05:52:16;,delete
68455,Project_Creation,1.6.0.3,27/03/2018_05:52:53;,delete
67539,Project_Creation,1.6.0.3,27/03/2018_06:08:59;,delete
67543,Project_Creation,1.6.0.3,27/03/2018_06:13:38;,delete
67544,Project_Creation,1.6.0.3,27/03/2018_06:19:28;,delete
68491,Project_Creation,1.6.0.3,27/03/2018_06:25:40;,delete
68492,Project_Creation,1.6.0.3,27/03/2018_06:25:40;,delete
67581,Project_Creation,1.6.0.3,27/03/2018_06:31:11;,delete
68511,Project_Creation,1.6.0.3,27/03/2018_06:31:14;,delete
67589,Project_Creation,1.6.0.3,27/03/2018_06:36:32;,delete
67590,Project_Creation,1.6.0.3,27/03/2018_06:39:22;,delete
67596,Project_Creation,1.6.0.3,27/03/2018_06:47:10;,delete
67597,Project_Creation,1.6.0.3,27/03/2018_06:48:18;,delete
67598,Project_Creation,1.6.0.3,27/03/2018_06:49:01;,delete
67599,Project_Creation,1.6.0.3,27/03/2018_06:49:11;,delete
68568,Project_Creation,1.6.0.3,27/03/2018_06:51:50;,delete
67600,Project_Creation,1.6.0.3,27/03/2018_06:53:17;,delete
68456,VzBLDMajorTransportPool,1.6.3.1.6,27/03/2018_06:55:52;,delete
67609,Project_Creation,1.6.0.3,27/03/2018_06:59:59;,delete
68625,Project_Creation,1.6.0.3,27/03/2018_07:14:31;,delete
67618,Project_Creation,1.6.0.3,27/03/2018_07:14:35;,delete
67633,Project_Creation,1.6.0.3,27/03/2018_07:16:04;,delete
68657,CCoreDeviceSubscriber,7.1,27/03/2018_07:22:59;,delete
67649,CCoreDeviceSubscriber,7.1,27/03/2018_07:23:47;,delete
67651,CCoreDeviceSubscriber,7.1,27/03/2018_07:23:54;,delete
67658,CCoreDeviceSubscriber,7.1,27/03/2018_07:24:33;,delete
67646,CCoreDeviceSubscriber,7.1,27/03/2018_07:24:40;,delete
67653,CCoreDeviceSubscriber,7.1,27/03/2018_07:25:00;,delete
68667,CCoreDeviceSubscriber,7.1,27/03/2018_07:25:30;,delete
68669,CCoreDeviceSubscriber,7.1,27/03/2018_07:26:40;,delete
68675,CCoreDeviceSubscriber,7.1,27/03/2018_07:27:56;,delete
68670,CCoreDeviceSubscriber,7.1,27/03/2018_07:27:58;,delete
68678,CCoreDeviceSubscriber,7.1,27/03/2018_07:28:07;,delete
68673,CCoreDeviceSubscriber,7.1,27/03/2018_07:28:07;,delete
67661,CCoreDeviceSubscriber,7.1,27/03/2018_07:29:43;,delete
67663,CCoreDeviceSubscriber,7.1,27/03/2018_07:29:51;,delete
68685,CCoreDeviceSubscriber,7.1,27/03/2018_07:33:21;,delete
68696,Project_Creation,1.6.0.3,27/03/2018_07:33:25;,delete
67672,CCoreDeviceSubscriber,7.1,27/03/2018_07:33:25;,delete
67676,CCoreDeviceSubscriber,7.1,27/03/2018_07:33:25;,delete
67685,CCoreDeviceSubscriber,7.1,27/03/2018_07:34:05;,delete
67688,CCoreDeviceSubscriber,7.1,27/03/2018_07:34:56;,delete
67669,CCoreDeviceSubscriber,7.1,27/03/2018_07:35:51;,delete
67693,CCoreDeviceSubscriber,7.1,27/03/2018_07:36:15;,delete
68691,CCoreDeviceSubscriber,7.1,27/03/2018_07:37:12;,delete
67690,CCoreDeviceSubscriber,7.1,27/03/2018_07:38:12;,delete
68687,CCoreDeviceSubscriber,7.1,27/03/2018_07:38:43;,delete
67717,CCoreDeviceSubscriber,7.1,27/03/2018_07:44:41;,delete
67711,CCoreDeviceSubscriber,7.1,27/03/2018_07:44:48;,delete
67720,CCoreDeviceSubscriber,7.1,27/03/2018_07:45:20;,delete
68714,Project_Creation,1.6.0.3,27/03/2018_07:46:24;,delete
68716,Project_Creation,1.6.0.3,27/03/2018_07:46:36;,delete
67724,CCoreDeviceSubscriber,7.1,27/03/2018_07:47:02;,delete
68710,CCoreDeviceSubscriber,7.1,27/03/2018_07:48:15;,delete
67727,CCoreDeviceSubscriber,7.1,27/03/2018_07:48:29;,delete
68711,CCoreDeviceSubscriber,7.1,27/03/2018_07:48:40;,delete
68723,Project_Creation,1.6.0.3,27/03/2018_07:48:41;,delete
67731,CCoreDeviceSubscriber,7.1,27/03/2018_07:49:04;,delete
68715,CCoreDeviceSubscriber,7.1,27/03/2018_07:49:06;,delete
68726,CCoreDeviceSubscriber,7.1,27/03/2018_07:49:29;,delete
67734,CCoreDeviceSubscriber,7.1,27/03/2018_07:50:29;,delete
68750,Project_Creation,1.6.0.3,27/03/2018_07:51:14;,delete
67737,CCoreDeviceSubscriber,7.1,27/03/2018_07:51:34;,delete
68758,Project_Creation,1.6.0.3,27/03/2018_07:53:04;,delete
68720,CCoreDeviceSubscriber,7.1,27/03/2018_07:53:04;,delete
68776,Project_Creation,1.6.0.3,27/03/2018_07:55:01;,delete
68769,CCoreDeviceSubscriber,7.1,27/03/2018_07:55:36;,delete
68753,CCoreDeviceSubscriber,7.1,27/03/2018_07:55:36;,delete
68742,CCoreDeviceSubscriber,7.1,27/03/2018_07:55:59;,delete
67748,Project_Creation,1.6.0.3,27/03/2018_07:57:04;,delete
68806,CCoreDeviceSubscriber,7.1,27/03/2018_07:57:12;,delete
68764,CCoreDeviceSubscriber,7.1,27/03/2018_07:57:14;,delete
67753,Project_Creation,1.6.0.3,27/03/2018_07:59:07;,delete
67756,Project_Creation,1.6.0.3,27/03/2018_07:59:09;,delete
68802,CCoreDeviceSubscriber,7.1,27/03/2018_07:59:09;,delete
67762,Project_Creation,1.6.0.3,27/03/2018_07:59:09;,delete
67741,CCoreDeviceSubscriber,7.1,27/03/2018_07:59:18;,delete
68811,CCoreDeviceSubscriber,7.1,27/03/2018_07:59:22;,delete
67784,Project_Creation,1.6.0.3,27/03/2018_07:59:46;,delete
68834,Project_Creation,1.6.0.3,27/03/2018_07:59:55;,delete
67799,Project_Creation,1.6.0.3,27/03/2018_07:59:56;,delete
68741,CCoreDeviceSubscriber,7.1,27/03/2018_07:59:57;,delete
67745,CCoreDeviceSubscriber,7.1,27/03/2018_08:00:06;,delete
68817,CCoreDeviceSubscriber,7.1,27/03/2018_08:00:25;,delete
68816,CCoreDeviceSubscriber,7.1,27/03/2018_08:04:05;,delete
68873,CCoreDeviceSubscriber,7.1,27/03/2018_08:05:18;,delete
67809,CCoreDeviceSubscriber,7.1,27/03/2018_08:06:32;,delete
68869,CCoreDeviceSubscriber,7.1,27/03/2018_08:06:35;,delete
67813,CCoreDeviceSubscriber,7.1,27/03/2018_08:06:40;,delete
68881,Project_Creation,1.6.0.3,27/03/2018_08:07:26;,delete
68896,Project_Creation,1.6.0.3,27/03/2018_08:08:19;,delete
67820,CCoreDeviceSubscriber,7.1,27/03/2018_08:08:22;,delete
68852,CCoreDeviceSubscriber,7.1,27/03/2018_08:08:26;,delete
67825,Project_Creation,1.6.0.3,27/03/2018_08:08:53;,delete
67822,CCoreDeviceSubscriber,7.1,27/03/2018_08:10:49;,delete
68858,CCoreDeviceSubscriber,7.1,27/03/2018_08:10:52;,delete
67817,CCoreDeviceSubscriber,7.1,27/03/2018_08:11:01;,delete
68923,Project_Creation,1.6.0.3,27/03/2018_08:11:51;,delete
67838,CCoreDeviceSubscriber,7.1,27/03/2018_08:13:49;,delete
68924,Project_Creation,1.6.0.3,27/03/2018_08:13:53;,delete
67845,CCoreDeviceSubscriber,7.1,27/03/2018_08:14:38;,delete
68920,CCoreDeviceSubscriber,7.1,27/03/2018_08:14:45;,delete
67832,CCoreDeviceSubscriber,7.1,27/03/2018_08:15:56;,delete
67860,CCoreDeviceSubscriber,7.1,27/03/2018_08:17:29;,delete
67863,CCoreDeviceSubscriber,7.1,27/03/2018_08:17:52;,delete
67840,CCoreDeviceSubscriber,7.1,27/03/2018_08:18:00;,delete
67874,CCoreDeviceSubscriber,7.1,27/03/2018_08:19:49;,delete
67868,CCoreDeviceSubscriber,7.1,27/03/2018_08:22:37;,delete
67879,CCoreDeviceSubscriber,7.1,27/03/2018_08:24:41;,delete
67904,Project_Creation,1.6.0.3,27/03/2018_08:29:13;,delete
68978,Project_Creation,1.6.0.3,27/03/2018_08:31:36;,delete
67911,Project_Creation,1.6.0.3,27/03/2018_08:43:04;,delete
68925,COE_PSC_VzTTransportPool,1.7.5.4,27/03/2018_08:45:58;,delete
69015,Project_Creation,1.6.0.3,27/03/2018_09:03:23;,delete
69039,Project_Creation,1.6.0.3,27/03/2018_09:14:27;,delete
67912,Project_Creation,1.6.0.3,27/03/2018_09:55:30;,delete
69048,Project_Creation,1.6.0.3,27/03/2018_09:56:50;,delete
69062,Project_Creation,1.6.0.3,27/03/2018_10:02:04;,delete
67938,Project_Creation,1.6.0.3,27/03/2018_10:02:04;,delete
67940,Project_Creation,1.6.0.3,27/03/2018_10:02:06;,delete
67941,Project_Creation,1.6.0.3,27/03/2018_10:06:18;,delete
67948,Project_Creation,1.6.0.3,27/03/2018_10:07:49;,delete
67963,Project_Creation,1.6.0.3,27/03/2018_10:09:08;,delete
67964,Project_Creation,1.6.0.3,27/03/2018_10:10:16;,delete
69112,Project_Creation,1.6.0.3,27/03/2018_10:10:35;,delete
69113,Project_Creation,1.6.0.3,27/03/2018_10:10:42;,delete
69119,Project_Creation,1.6.0.3,27/03/2018_10:10:46;,delete
69139,Project_Creation,1.6.0.3,27/03/2018_10:10:58;,delete
69154,Project_Creation,1.6.0.3,27/03/2018_10:11:17;,delete
69155,Project_Creation,1.6.0.3,27/03/2018_10:11:20;,delete
67987,Project_Creation,1.6.0.3,27/03/2018_10:13:06;,delete
70001,Project_Creation,1.6.0.3,27/03/2018_10:17:10;,delete
69168,Project_Creation,1.6.0.3,27/03/2018_10:18:13;,delete
69183,Project_Creation,1.6.0.3,27/03/2018_10:19:08;,delete
70051,Project_Creation,1.6.0.3,27/03/2018_10:41:42;,delete
70052,Project_Creation,1.6.0.3,27/03/2018_10:43:44;,delete
70071,Project_Creation,1.6.0.3,27/03/2018_10:47:40;,delete
69356,Project_Creation,1.6.0.3,27/03/2018_10:51:59;,delete
69376,Project_Creation,1.6.0.3,27/03/2018_10:55:59;,delete
70120,Project_Creation,1.6.0.3,27/03/2018_11:00:57;,delete
69412,Project_Creation,1.6.0.3,27/03/2018_11:02:42;,delete
69444,Project_Creation,1.6.0.3,27/03/2018_11:08:11;,delete
69460,Project_Creation,1.6.0.3,27/03/2018_11:09:56;,delete
69507,Project_Creation,1.6.0.3,27/03/2018_11:21:48;,delete
69514,Project_Creation,1.6.0.3,27/03/2018_11:23:12;,delete
69532,Project_Creation,1.6.0.3,27/03/2018_11:40:13;,delete
70198,Project_Creation,1.6.0.3,27/03/2018_11:56:13;,delete
70217,Project_Creation,1.6.0.3,27/03/2018_12:09:18;,delete
69558,Project_Creation,1.6.0.3,27/03/2018_12:31:51;,delete
69559,Project_Creation,1.6.0.3,27/03/2018_12:32:59;,delete
69560,Project_Creation,1.6.0.3,27/03/2018_12:33:57;,delete
70219,Project_Creation,1.6.0.3,27/03/2018_13:07:38;,delete
69561,Project_Creation,1.6.0.3,27/03/2018_13:17:06;,delete
70221,Project_Creation,1.6.0.3,27/03/2018_13:17:08;,delete
69567,Project_Creation,1.6.0.3,27/03/2018_14:12:06;,delete
69569,Project_Creation,1.6.0.3,27/03/2018_14:26:50;,delete
69573,Project_Creation,1.6.0.3,27/03/2018_14:29:22;,delete
70245,Project_Creation,1.6.0.3,27/03/2018_14:43:21;,delete
69574,Project_Creation,1.6.0.3,27/03/2018_14:59:06;,delete
69591,Project_Creation,1.6.0.3,27/03/2018_15:02:35;,delete
